"X7_CAMPO","X7_SEQUENC","X7_REGRA","X7_CDOMIN","X7_TIPO","X7_SEEK","X7_ALIAS","X7_ORDEM","X7_CHAVE","X7_CONDIC","X7_PROPRI"
"H6_VERIFI","001","A680VERI()","H6_VERIFI","P","N","","0","","INCLUI .AND. cModulo == ""QIP""","S"
"H6_VERIFI","002","A680DICL(M->H6_VERIFI,.T.)","H6_INSCER","P","N","","0","","cModulo == ""QIP""","S"
"I1_CODIGO","001","CA020DIG()","I1_DC","P","N","","0","","","S"
"I1_SALVISU","001","IIF(SI1->I1_NORMAL=""D"",M->I1_SALVISU*(-1),M->I1_SALVISU)","I1_SALANT","P","N","","0","","","S"
"I3_MAT","001","M->I3_NMAT := QA_NUSR(M->I3_FILMAT,M->I3_MAT,.t.)","I3_NMAT","P","N","","0","","","S"
"I7_SALVISU","001","IIF(SI1->I1_NORMAL=""D"",M->I7_SALVISU*(-1),M->I7_SALVISU)","I7_SALANT","P","N","","0","","","S"
"IC4_CODQT","001","IF(INCLUI,ICEA100PRX(M->IC4_CODQT),M->IC4_PROCES)","IC4_PROCES","P","N","","0","","","S"
"IC6_CODPQ","001","IC5->IC5_DESC","IC6_DESCPQ","P","S","IC5","1","XFILIAL(""IC5"")+M->IC6_CODPQ","","S"
"IC7_CODQT","001","IC6->IC6_DESC","IC7_DESCQT","P","S","IC6","3","xFilial(""IC6"")+M->IC7_CODQT","!Empty(M->IC7_CODQT)","S"
"IC9_CODGRP","001","IC7->IC7_DESC","IC9_DESGRP","P","S","IC7","3","XFILIAL(""IC7"")+M->IC9_CODGRP","!EMPTY(M->IC9_CODGRP)","S"
"IC9_CODQT","001","IC6->IC6_DESC","IC9_DESCQT","P","S","IC6","3","XFILIAL(""IC6"")+M->IC9_CODQT","!EMPTY(M->IC9_CODQT)","S"
"IC9_CODSUB","001","IC8->IC8_DESC","IC9_DESSUB","P","S","IC8","3","XFILIAL(""IC8"")+M->IC9_CODSUB","!EMPTY(M->IC9_CODSUB)","S"
"IC9_OBSERV","001","IIf(Empty(M->IC9_OBSERV),0,CriaVar(""IC9_LIMRES""))","IC9_LIMRES","P","N","","0","","","S"
"IC9_PROCES","001","IF(INCLUI,ICEA110PRX(M->IC9_CODQT,M->IC9_PROCES),M->IC9_CODQST)","IC9_CODQST","P","N","","0","","","S"
"IC9_TIPEXI","001","ICEA110Exi()","IC9_TIPEXI","P","N","","0","","","S"
"IC9_TIPQST","001","ICEA110Exi()","IC9_TIPEXI","P","N","","0","","","S"
"JA1_CAMPUS","001","JA3->JA3_DESLOC","JA1_DCAMPU","P","S","JA3","1","xFilial(""JA3"")+M->JA1_CAMPUS","","S"
"JA1_CEP","001","JC2->JC2_LOGRAD","JA1_END","P","N","","0","","","S"
"JA1_CEP","002","JC2->JC2_BAIRRO","JA1_BAIRRO","P","N","","0","","","S"
"JA1_CEP","003","JC2->JC2_CIDADE","JA1_CIDADE","P","N","","0","","","S"
"JA1_CEP","004","JC2->JC2_ESTADO","JA1_ESTADO","P","N","","0","","","S"
"JA1_CEPPRF","001","JC2->JC2_LOGRAD","JA1_ENDPRF","P","N","","0","","","S"
"JA1_CEPPRF","002","JC2->JC2_BAIRRO","JA1_BAIPRF","P","N","","0","","","S"
"JA1_CEPPRF","003","JC2->JC2_CIDADE","JA1_CIDPRF","P","N","","0","","","S"
"JA1_CEPPRF","004","JC2->JC2_ESTADO","JA1_ESTPRF","P","N","","0","","","S"
"JA1_CPF","001","Iif(M->JA1_CPF==""11111111111"","" "", M->JA1_CPF)","JA1_CPF","P","N","","0","","","S"
"JA1_ENTIDA","001","JCL->JCL_NOME","JA1_DENTID","P","S","JCL","1","xFilial(""JCL"")+M->JA1_ENTIDA","","S"
"JA1_INDICA","001","JAB->JAB_NOME","JA1_DINDIC","P","S","JAB","1","xFilial(""JAB"")+M->JA1_INDICA","","S"
"JA1_INDICA","002","JAB->JAB_DESCON","JA1_DESCON","P","N","","0","","","S"
"JA1_LOCAL","001","JA3->JA3_DESLOC","JA1_DLOCAL","P","S","JA3","1","xFilial(""JA3"")+M->JA1_LOCAL","","S"
"JA1_LOCINS","001","Posicione(""JA3"",1,xFilial(""JA3"")+M->JA1_LOCINS,""JA3_DESLOC"")","JA1_DLOCIN","P","N","","0","","","S"
"JA1_PROSEL","001","JA6->JA6_DESC","JA1_DESCPR","P","S","JA6","1","xFilial(""JA6"")+M->JA1_PROSEL","","S"
"JA2_CEP","001","JC2->JC2_LOGRAD","JA2_END","P","N","","0","","","S"
"JA2_CEP","002","JC2->JC2_BAIRRO","JA2_BAIRRO","P","N","","0","","","S"
"JA2_CEP","003","JC2->JC2_CIDADE","JA2_CIDADE","P","N","","0","","","S"
"JA2_CEP","004","JC2->JC2_ESTADO","JA2_EST","P","N","","0","","","S"
"JA2_CEP","005","JC2->JC2_LOGRAD","JA2_ENDCOB","P","N","","0","","","S"
"JA2_CEP","006","JC2->JC2_BAIRRO","JA2_BAICOB","P","N","","0","","","S"
"JA2_CEP","007","JC2->JC2_CIDADE","JA2_CIDCOB","P","N","","0","","","S"
"JA2_CEP","008","JC2->JC2_ESTADO","JA2_ESTCOB","P","N","","0","","","S"
"JA2_CEP","009","M->JA2_CEP","JA2_CEPCOB","P","N","","0","","","S"
"JA2_CEPCOB","001","JC2->JC2_LOGRAD","JA2_ENDCOB","P","N","","0","","","S"
"JA2_CEPCOB","002","JC2->JC2_BAIRRO","JA2_BAICOB","P","N","","0","","","S"
"JA2_CEPCOB","003","JC2->JC2_CIDADE","JA2_CIDCOB","P","N","","0","","","S"
"JA2_CEPCOB","004","JC2->JC2_ESTADO","JA2_ESTCOB","P","N","","0","","","S"
"JA2_CEPPRF","001","JC2->JC2_LOGRAD","JA2_ENDPRF","P","N","","0","","","S"
"JA2_CEPPRF","002","JC2->JC2_BAIRRO","JA2_BAIPRF","P","N","","0","","","S"
"JA2_CEPPRF","003","JC2->JC2_CIDADE","JA2_CIDPRF","P","N","","0","","","S"
"JA2_CEPPRF","004","JC2->JC2_ESTADO","JA2_ESTPRF","P","N","","0","","","S"
"JA2_COMPLE","001","M->JA2_COMPLE","JA2_COMCOB","P","N","","0","","Empty(M->JA2_COMCOB)","S"
"JA2_ENTIDA","001","JCL->JCL_NOME","JA2_DENTID","P","S","JCL","1","xFilial(""JCL"")+M->JA2_ENTIDA","","S"
"JA2_INSTIT","001","JCL->JCL_NOME","JA2_DINSTI","P","S","JCL","1","xFilial(""JCL"")+M->JA2_INSTIT","","S"
"JA2_NACION","001","Tabela('34',M->JA2_NACION,.F.)","JA2_DESCNA","P","N","","0","","","S"
"JA2_NUMEND","001","M->JA2_NUMEND","JA2_NUMCOB","P","N","","0","","","S"
"JA3_CEP","001","JC2->JC2_LOGRAD","JA3_END","P","N","","0","","","S"
"JA3_CEP","002","JC2->JC2_BAIRRO","JA3_BAIRRO","P","N","","0","","","S"
"JA3_CEP","003","JC2->JC2_CIDADE","JA3_CIDADE","P","N","","0","","","S"
"JA3_CEP","004","JC2->JC2_ESTADO","JA3_EST","P","N","","0","","","S"
"JA4_CEP","001","JC2->JC2_LOGRAD","JA4_END","P","N","","0","","","S"
"JA4_CEP","002","JC2->JC2_BAIRRO","JA4_BAIRRO","P","N","","0","","","S"
"JA4_CEP","003","JC2->JC2_CIDADE","JA4_CIDADE","P","N","","0","","","S"
"JA4_CEP","004","JC2->JC2_ESTADO","JA4_EST","P","N","","0","","","S"
"JA6_EMAIL","001","Lower(M->JA6_EMAIL)","JA6_EMAIL","P","N","","0","","","S"
"JA6_TIPO","001","Tabela(""FV"",M->JA6_TIPO)","JA6_DTIPO","P","N","","0","","","S"
"JA7_CODCUR","001","JAH->JAH_DESC","JA7_DCURSO","P","N","","0","","","S"
"JA7_CODCUR","002","Posicione(""JAR"",1,xFilial(""JAR"")+M->JA7_CODCUR,""JAR_ANOLET"")","JA7_ANOLET","P","N","","0","","","S"
"JA7_CODCUR","003","Tabela('F5',JAH->JAH_TURNO,.F.)","JA7_DTURNO","P","N","","0","","","S"
"JA8_CODCUR","001","JAH->JAH_DESC","JA8_DCURSO","P","S","JAH","1","xFilial(""JAH"")+M->JA8_CODCUR","","S"
"JA8_CODDIS","001","JAE->JAE_DESC","JA8_DDISCI","P","S","JAE","1","xFilial(""JAE"")+M->JA8_CODDIS","","S"
"JA8_CODIGO","001","JA6->JA6_DESC","JA8_DCODIG","P","S","JA6","1","xFilial(""JA6"")+M->JA8_CODIGO","","S"
"JA8_CODIGO","002","Tabela(""F6"", M->JA8_FASE, .F.)","JA8_DFASE","P","N","","0","","","S"
"JA8_FASE","001","Tabela(""F6"", M->JA8_FASE, .F.)","JA8_DFASE","P","N","","0","","","S"
"JAA_CODCAN","001","JA1->JA1_NOME","JAA_DCANDI","P","S","JA1","1","xFilial(""JA1"")+M->JAA_CODCAN","","S"
"JAA_CODCAN","002","JAV->JAV_CODGAB","JAA_CODGAB","P","S","JAV","1","xFilial(""JAV"")+M->JAA_CODCAN+M->JAA_CODIGO+M->JAA_FASE","","S"
"JAA_CODCAN","003","JAL->JAL_DESC","JAA_DGABAR","P","S","JAL","1","xFilial(""JAL"")+M->JAA_CODGAB","","S"
"JAA_CODDIS","001","JAE->JAE_DESC","JAA_DDISCI","P","S","JAE","1","xFilial(""JAE"")+M->JAA_CODDIS","","S"
"JAA_CODIGO","001","JA6->JA6_DESC","JAA_DESC","P","S","JA6","1","xFilial(""JA6"")+M->JAA_CODIGO","","S"
"JAA_CODIGO","002","JAI->JAI_FASE","JAA_FASE","P","S","JAI","1","xFilial(""JAI"")+M->JAA_CODIGO","","S"
"JAA_CODIGO","003","Tabela(""F6"",M->JAA_FASE,.F.)","JAA_DFASE","P","N","","0","","","S"
"JAA_CODIGO","004","""""","JAA_CODCAN","P","N","","0","","M->JAA_CODIGO <> JAA->JAA_CODIGO","S"
"JAA_CODIGO","005","""""","JAA_DCANDI","P","N","","0","","M->JAA_CODIGO <> JAA->JAA_CODIGO","S"
"JAA_CODIGO","006","""""","JAA_CODDIS","P","N","","0","","M->JAA_CODIGO <> JAA->JAA_CODIGO","S"
"JAA_CODIGO","007","""""","JAA_DDISCI","P","N","","0","","M->JAA_CODIGO <> JAA->JAA_CODIGO","S"
"JAA_CODIGO","008","""""","JAA_CODQUE","P","N","","0","","M->JAA_CODIGO <> JAA->JAA_CODIGO","S"
"JAA_CODIGO","009","""""","JAA_DDISCI","P","N","","0","","M->JAA_CODIGO <> JAA->JAA_CODIGO","S"
"JAA_CODIGO","010","""""","JAA_CODQUE","P","N","","0","","M->JAA_CODIGO <> JAA->JAA_CODIGO","S"
"JAA_COMPAR","001","0","JAA_NOTA","P","N","","0","","M->JAA_COMPAR == ""2""","S"
"JAA_FASE","001","Tabela(""F6"",M->JAA_FASE,.F.)","JAA_DFASE","P","N","","0","","","S"
"JAA_FASE","002","JAI->JAI_CODGAB","JAA_CODGAB","P","S","JAI","1","xFilial(""JAI"")+M->JAA_CODIGO+M->JAA_FASE","","S"
"JAA_FASE","003","JAL->JAL_DESC","JAA_DGABAR","P","S","JAL","1","xFilial(""JAL"")+M->JAA_CODGAB","","S"
"JAE_AREA","001","JAG->JAG_DESC","JAE_DAREA","P","S","JAG","1","xFilial(""JAG"")+M->JAE_AREA","","S"
"JAE_COREQ","001","JAE->JAE_DESC","JAE_DCOREQ","P","S","JAE","1","xFilial(""JAE"") + M->JAE_COREQ","","S"
"JAE_DISPAI","001","JAE->JAE_DESC","JAE_DDISPA","P","S","JAE","1","xFilial(""JAE"") + M->JAE_DISPAI","","S"
"JAE_MODALI","001","Tabela(""FH"",M->JAE_MODALI,.F.)","JAE_DMODAL","P","N","","0","","","S"
"JAE_TIPO","001","TABELA(""F2"",M->JAE_TIPO)","JAE_DTIPO","P","N","","0","","","S"
"JAE_TIPO","002","Iif(M->JAE_TIPO == ""002"",100,0)","JAE_PERLAB","P","N","","0","","","S"
"JAF_AREA","001","JAG->JAG_DESC","JAF_DAREA","P","S","JAG","1","xFilial(""JAG"")+M->JAF_AREA","","S"
"JAF_CLASFI","001","JBX->JBX_DESC","JAF_DCLASF","P","S","JBX","1","xFilial(""JBX"")+M->JAF_CLASFI","","S"
"JAF_EQVCON","001","JDE->JDE_DESCRI","JAF_ECDESC","P","S","JDE","1","xFilial(""JDE"")+M->JAF_EQVCON","","S"
"JAF_FORMAC","001","Tabela(""FX"", M->JAF_FORMAC, .F.)","JAF_DFORMA","P","N","","0","","","S"
"JAF_REGIME","001","Tabela(""FI"", M->JAF_REGIME, .F.)","JAF_DREGIM","P","N","","0","","","S"
"JAH_CURSO","001","JAF->JAF_DESC","JAH_DCURSO","P","S","JAF","6","xFilial(""JAF"")+""1""+M->JAH_CURSO","","S"
"JAH_CURSO","002","JAF->JAF_VERSAO","JAH_VERSAO","P","N","","0","","","S"
"JAH_CURSO","003","JAF->JAF_DESC","JAH_DESC","P","N","","0","","","S"
"JAH_CURSO","004","JAF->JAF_CARGA","JAH_CARGA","P","N","","0","","","S"
"JAH_GRPDOC","001","JAK->JAK_DESC","JAH_DGRPDO","P","S","JAK","1","xFilial(""JAK"")+M->JAH_GRPDOC","","S"
"JAH_GRUPO","001","Tabela(""FC"", M->JAH_GRUPO, .F.)","JAH_DGRUPO","P","N","","0","","","S"
"JAH_TIPO","001","TABELA(""FG"",M->JAH_TIPO)","JAH_DTIPO","P","N","","0","","","S"
"JAH_TURNO","001","TABELA(""F5"",M->JAH_TURNO)","JAH_DTURNO","P","N","","0","","","S"
"JAH_UNIDAD","001","JA3->JA3_DESLOC","JAH_DUNID","P","S","JA3","1","XFILIAL(""JA3"")+M->JAH_UNIDAD","","S"
"JAI_DTNOR","001","M->JAI_DTNOR","JAI_DTESP","P","N","","0","","","S"
"JAJ_CODCOO","001","SRA->RA_NOME","JAJ_COORDE","P","S","SRA","1","XFILIAL(""SRA"")+M->JAJ_CODCOO","","S"
"JAJ_USUA","001","ACDescUsu(""JAJ_USUA"")","JAJ_NOME","P","N","","0","","","S"
"JAK_CODDOC","001","TABELA(""F0"",M->JAK_CODDOC)","JAK_DOCUM","P","N","","0","","","S"
"JAM_CODDIS","001","JAE->JAE_DESC","JAM_DDISCI","P","S","JAE","1","xFilial(""JAE"")+M->JAM_CODDIS","","S"
"JAO_FORMA","001","TABELA(""FZ"",M->JAO_FORMA)","JAO_DFORMA","P","N","","0","","","S"
"JAO_FORMA","002","M->JAO_TIPO:=if(M->JAO_FORMA <> ""003"", ""1"", ""2"")","JAO_TIPO","P","N","","0","","","S"
"JAP_CODCAN","001","JA1->JA1_NOME","JAP_DCANDI","P","S","JA1","1","xFilial(""JA1"")+M->JAP_CODCAN","","S"
"JAP_CODGAB","001","JAL->JAL_DESC","JAP_DGABAR","P","S","JAL","1","xFilial(""JAL"")+M->JAP_CODGAB","","S"
"JAP_CODGAB","002","JAI->JAI_DTNOR","JAP_DTFASE","P","S","JAI","3","xFilial(""JAI"")+JA1->JA1_PROSEL+M->JAP_CODGAB","","S"
"JAQ_FORMA","001","Tabela(""FZ"",M->JAQ_FORMA,.F.)","JAQ_DFORMA","P","N","","0","","","S"
"JAR_DATA1","001","Str(Year(M->JAR_DATA1), 4)","JAR_ANOLET","P","N","","0","","","S"
"JAR_EQVCON","001","JDE->JDE_DESCRI","JAR_ECDESC","P","S","JDE","1","xFilial(""JDE"")+M->JAR_EQVCON","","S"
"JAS_CARGA","001","if( ExistBlock(""ALTCARGA""),U_AltCarga(),M->JAR_CARGA )","JAR_CARGA","P","N","","0","","","S"
"JAS_CODDIS","001","A110IniVar()","JAS_DDISCI","P","S","JAE","1","xFilial(""JAE"")+M->JAS_CODDIS","","S"
"JAS_FRQMIN","001","JAE->JAE_NOTUNI","JAS_TIPNOT","P","S","JAE","1","xFilial(""JAE"")+M->JAS_CODDIS","","S"
"JAT_CODCUR","001","JAH->JAH_DESC","JAT_DCURSO","P","S","JAH","1","XFILIAL(""JAH"")+M->JAT_CODCUR","","S"
"JAT_CODCUR","002","Posicione(""JAR"",1,xFilial(""JAR"")+M->JAT_CODCUR,""JAR_ANOLET"")","JAT_ANOLET","P","N","","0","","","S"
"JAT_CODCUR","003","JAH->JAH_TURNO","JAT_TURNO","P","N","","0","","","S"
"JAT_CODCUR","004","Tabela('F5',M->JAT_TURNO,.F.)","JAT_DTURNO","P","N","","0","","","S"
"JAT_CODCUR","005","JBL->JBL_PERLET","JAT_PERLET","P","N","","0","","","S"
"JAT_CODCUR","006","JBL->JBL_TURMA","JAT_TURMA","P","N","","0","","","S"
"JAT_CODDIS","001","JAE->JAE_DESC","JAT_DDISCI","P","S","JAE","1","XFILIAL(""JAE"")+M->JAT_CODDIS","","S"
"JAT_CODDIS","002","JAR->JAR_DATA1","JAT_DATA1","P","S","JAR","1","xFilial(""JAR"")+M->JAT_CODCUR+M->JAT_PERLET+M->JAT_HABILI","","S"
"JAT_CODDIS","003","JAR->JAR_DATA2","JAT_DATA2","P","S","JAR","1","xFilial(""JAR"")+M->JAT_CODCUR+M->JAT_PERLET+M->JAT_HABILI","","S"
"JAU_MATPRF","001","SRA->RA_NOME","JAU_NOME","P","S","SRA","1","xFilial(""SRA"")+M->JAU_MATPRF","","S"
"JAX_CODCUR","001","JAH->JAH_DESC","JAX_DCURSO","P","S","JAH","1","xFilial(""JAH"")+M->JAX_CODCUR","","S"
"JAX_CODCUR","002","Posicione(""JAR"",1,xFilial(""JAR"")+M->JAX_CODCUR,""JAR_ANOLET"")","JAX_ANOLET","P","N","","0","","","S"
"JAX_CODCUR","003","Tabela('F5',JAH->JAH_TURNO,.F.)","JAX_DTURNO","P","N","","0","","","S"
"JAX_CODCUR","004","Posicione(""JAH"",1,xFilial(""JAH"")+M->JAX_CODCUR,""JAH_UNIDAD"")","JAX_UNIDAD","P","N","","0","","","S"
"JAX_CODCUR","005","Posicione(""JA3"",1,xFilial() + M->JAX_UNIDAD,""JA3_DESLOC"")","JAX_DUNID","P","N","","0","","","S"
"JAY_CODDIS","001","A210INIVAR()","JAY_DDISCI","P","S","JAE","1","xFilial(""JAY"")+M->JAY_CODDIS","","S"
"JB3_CODDIS","001","JAE->JAE_DESC","JB3_DDISCI","P","S","JAE","1","xFilial(""JAE"")+M->JB3_CODDIS","","S"
"JB3_CURSO","001","JAF->JAF_DESC","JB3_DCURSO","P","S","JAF","1","xFilial(""JAF"")+M->JB3_CURSO","","S"
"JB3_HABILI","001","JDK->JDK_DESC","JB3_DHABIL","P","S","JDK","1","xFilial(""JDK"")+M->JB3_HABILI","","S"
"JB5_CODFIN","001","JCB->JCB_DESC","JB5_DCALEN","P","S","JCB","2","xFilial(""JCB"")+M->JB5_CODFIN","","S"
"JB5_CODFIN","002","JCB->JCB_BANCO","JB5_BANCO","P","N","","0","","","S"
"JB5_CODFIN","003","JCB->JCB_AGENCI","JB5_AGENCI","P","N","","0","","","S"
"JB5_CODFIN","004","JCB->JCB_NUMCON","JB5_NUMCON","P","N","","0","","","S"
"JB5_DESC1","001","0","JB5_PERC1","P","N","","0","","GDFieldGet(""JB5_DESC1"",n) > 0","S"
"JB5_DESC2","001","0","JB5_PERC2","P","N","","0","","GDFieldGet(""JB5_DESC2"",n) > 0","S"
"JB5_DESC3","001","0","JB5_PERC3","P","N","","0","","GDFieldGet(""JB5_DESC3"",n) > 0","S"
"JB5_PAGTO1","001","""""","JB5_TPPAG1","P","N","","0","","Empty(GDFieldGet(""JB5_PAGTO1""))","S"
"JB5_PAGTO2","001","""""","JB5_TPPAG2","P","N","","0","","Empty(GDFieldGet(""JB5_PAGTO2""))","S"
"JB5_PAGTO3","001","""""","JB5_TPPAG3","P","N","","0","","Empty(GDFieldGet(""JB5_PAGTO3""))","S"
"JB5_PERC1","001","0","JB5_DESC1","P","N","","0","","GDFieldGet(""JB5_PERC1"",n) > 0","S"
"JB5_PERC2","001","0","JB5_DESC2","P","N","","0","","GDFieldGet(""JB5_PERC2"",n) > 0","S"
"JB5_PERC3","001","0","JB5_DESC3","P","N","","0","","GDFieldGet(""JB5_PERC3"",n) > 0","S"
"JBC_TURNO","001","Tabela(""F5"",M->JBC_TURNO,.F.)","JBC_DTURNO","P","N","","0","","","S"
"JBF_CODPRO","001","SB1->B1_DESC","JBF_DPRODU","P","S","SB1","1","xFilial(""SB1"")+M->JBF_CODPRO","","S"
"JBF_GRPDOC","001","JAK->JAK_DESC","JBF_DGRPDO","P","S","JAK","1","xFilial(""JAK"")+M->JBF_GRPDOC","","S"
"JBH_CODIDE","001","ACA410Solic(3,.T.)","JBH_NOME","P","N","","0","","","S"
"JBH_CODIDE","002","ACA410Solic(4,.T.)","JBH_EMAIL","P","N","","0","","","S"
"JBH_TIPO","001","JBF->JBF_DESC","JBH_DESC","P","S","JBF","2","xFilial(""JBF"")+M->JBH_TIPO+""1""","","S"
"JBH_TIPO","002","JBF->JBF_VERSAO","JBH_VERSAO","P","N","","0","","","S"
"JBI_CODDEP","001","JBJ->JBJ_DESC","JBI_DDEP","P","S","JBJ","1","xFilial(""JBJ"")+M->JBI_CODDEP","","S"
"JBI_CODDEP","002","JBJ->JBJ_RESPON","JBI_RESPON","P","N","","0","","","S"
"JBJ_MATRES","001","SRA->RA_NOME","JBJ_RESPON","P","S","SRA","1","XFILIAL(""SRA"")+M->JBJ_MATRES","","S"
"JBJ_MATRES","002","SRA->RA_EMAIL","JBJ_EMAIL","P","S","SRA","1","xFilial(""SRA"")+M->JBJ_MATRES","","S"
"JBJ_TIPO","001","Tabela(""FS"",M->JBJ_TIPO,.F.)","JBJ_DTIPO","P","N","","0","","","S"
"JBJ_UNIDAD","001","JA3->JA3_DESLOC","JBJ_DUNID","P","S","JA3","1","XFILIAL(""JA3"")+M->JBJ_UNIDAD","","S"
"JBK_CODCUR","001","JAH->JAH_DESC","JBK_DESC","P","S","JAH","1","xFilial(""JAH"")+M->JBK_CODCUR","","S"
"JBK_CODCUR","002","Posicione(""JAR"",1,xFilial(""JAR"")+M->JBK_CODCUR+M->JBK_PERLET+M->JBK_HABILI,""JAR_ANOLET"")","JBK_ANOLET","P","S","JAH","1","xFilial(""JAH"")+M->JBK_CODCUR","","S"
"JBK_CODCUR","003","JAH->JAH_TURNO","JBK_TURNO","P","S","JAH","1","xFilial(""JAH"")+M->JBK_CODCUR","","S"
"JBK_CODCUR","004","Tabela(""F5"",M->JBK_TURNO)","JBK_DTURNO","P","N","","0","","","S"
"JBK_HABILI","001","JBO->JBO_CODLOC","JBK_CODLOC","P","N","","0","","!EMPTY(M->JBK_TURMA)","S"
"JBK_HABILI","002","JA3->JA3_DESLOC","JBK_DLOCAL","P","S","JA3","1","xFilial(""JA5"")+M->JBK_CODLOC","!EMPTY(M->JBK_TURMA)","S"
"JBK_HABILI","003","JBO->JBO_CODPRE","JBK_CODPRE","P","N","","0","","!EMPTY(M->JBK_TURMA)","S"
"JBK_HABILI","004","JA4->JA4_DESPRE","JBK_DPREDI","P","S","JA4","1","xFilial(""JA5"")+M->JBK_CODLOC+M->JBK_CODPRE","!EMPTY(M->JBK_TURMA)","S"
"JBK_HABILI","005","JBO->JBO_ANDAR","JBK_ANDAR","P","N","","0","","!EMPTY(M->JBK_TURMA)","S"
"JBK_HABILI","006","JBO->JBO_CODSAL","JBK_CODSAL","P","N","","0","","!EMPTY(M->JBK_TURMA)","S"
"JBK_HABILI","007","JA5->JA5_DESCSA","JBK_DSALA","P","S","JA5","1","xFilial(""JA5"")+M->JBK_CODLOC+M->JBK_CODPRE+M->JBK_ANDAR+M->JBK_CODSAL","!EMPTY(M->JBK_TURMA)","S"
"JBK_HABILI","008","JAR->JAR_ANOLET","JBK_ANOLET","P","S","JAR","1","xFilial(""JAR"")+M->JBK_CODCUR+M->JBK_PERLET+M->JBK_HABILI","","S"
"JBK_HABILI","009","JDK->JDK_DESC","JBK_DHABIL","P","S","JDK","1","xFilial(""JDK"")+M->JBK_HABILI","","S"
"JBK_PERLET","001","JBO->JBO_CODLOC","JBK_CODLOC","P","N","","0","","!EMPTY(M->JBK_TURMA)","S"
"JBK_PERLET","002","JA3->JA3_DESLOC","JBK_DLOCAL","P","S","JA3","1","xFilial(""JA5"")+M->JBK_CODLOC","!EMPTY(M->JBK_TURMA)","S"
"JBK_PERLET","003","JBO->JBO_CODPRE","JBK_CODPRE","P","N","","0","","!EMPTY(M->JBK_TURMA)","S"
"JBK_PERLET","004","JA4->JA4_DESPRE","JBK_DPREDI","P","S","JA4","1","xFilial(""JA5"")+M->JBK_CODLOC+M->JBK_CODPRE","!EMPTY(M->JBK_TURMA)","S"
"JBK_PERLET","005","JBO->JBO_ANDAR","JBK_ANDAR","P","N","","0","","!EMPTY(M->JBK_TURMA)","S"
"JBK_PERLET","006","JBO->JBO_CODSAL","JBK_CODSAL","P","N","","0","","!EMPTY(M->JBK_TURMA)","S"
"JBK_PERLET","007","JA5->JA5_DESCSA","JBK_DSALA","P","S","JA5","1","xFilial(""JA5"")+M->JBK_CODLOC+M->JBK_CODPRE+M->JBK_ANDAR+M->JBK_CODSAL","!EMPTY(M->JBK_TURMA)","S"
"JBK_PERLET","008","JAR->JAR_ANOLET","JBK_ANOLET","P","S","JAR","1","xFilial(""JAR"")+M->JBK_CODCUR+M->JBK_PERLET+M->JBK_HABILI","","S"
"JBK_TURMA","001","JBO->JBO_CODLOC","JBK_CODLOC","P","N","","0","","!EMPTY(M->JBK_PERLET)","S"
"JBK_TURMA","002","JA3->JA3_DESLOC","JBK_DLOCAL","P","S","JA3","1","xFilial(""JA5"")+M->JBK_CODLOC","!EMPTY(M->JBK_PERLET)","S"
"JBK_TURMA","003","JBO->JBO_CODPRE","JBK_CODPRE","P","N","","0","","!EMPTY(M->JBK_PERLET)","S"
"JBK_TURMA","004","JA4->JA4_DESPRE","JBK_DPREDI","P","S","JA4","1","xFilial(""JA5"")+M->JBK_CODLOC+M->JBK_CODPRE","!EMPTY(M->JBK_PERLET)","S"
"JBK_TURMA","005","JBO->JBO_ANDAR","JBK_ANDAR","P","N","","0","","!EMPTY(M->JBK_PERLET)","S"
"JBK_TURMA","006","JBO->JBO_CODSAL","JBK_CODSAL","P","N","","0","","!EMPTY(M->JBK_PERLET)","S"
"JBK_TURMA","007","JA5->JA5_DESCSA","JBK_DSALA","P","S","JA5","1","xFilial(""JA5"")+M->JBK_CODLOC+M->JBK_CODPRE+M->JBK_ANDAR+M->JBK_CODSAL","!EMPTY(M->JBK_PERLET)","S"
"JBL_ANDAR","001","Eval({|| AC180HorL(,,JA5->JA5_CODSAL),JA5->JA5_CODSAL})","JBL_CODSAL","P","N","","0","","","S"
"JBL_ANDAR","002","JA5->JA5_DESCSA","JBL_DSALA","P","S","JA5","1","xFilial(""JA5"")+M->JBL_CODLOC+M->JBL_CODPRE+M->JBL_ANDAR+M->JBL_CODSAL","","S"
"JBL_CODDIS","001","JAE->JAE_DESC","JBL_DDISCI","P","S","JAE","1","xFilial(""JAE"")+M->JBL_CODDIS","","S"
"JBL_CODDIS","002","JBO->JBO_CODLOC","JBL_CODLOC","P","S","JBO","1","xFilial(""JBO"")+M->JBK_CODCUR+M->JBK_PERLET+M->JBK_HABILI+M->JBK_TURMA","","S"
"JBL_CODDIS","003","JA3->JA3_DESLOC","JBL_DLOCAL","P","S","JA3","1","XFilial(""JA3"")+JBO->JBO_CODLOC","","S"
"JBL_CODDIS","004","JBO->JBO_CODPRE","JBL_CODPRE","P","N","","0","","","S"
"JBL_CODDIS","005","JA4->JA4_DESPRE","JBL_DPREDI","P","S","JA4","1","xFilial(""JA4"")+JBO->JBO_CODLOC+JBO->JBO_CODPRE","","S"
"JBL_CODDIS","006","JBO->JBO_ANDAR","JBL_ANDAR","P","N","","0","","","S"
"JBL_CODDIS","007","JBO->JBO_CODSAL","JBL_CODSAL","P","N","","0","","","S"
